investor,stock,company,sector,pct,shares,value_idr,type,lf
JPMCB NA RE - SWEDBANK ROBUR SMALL CAP EMERGING MARKETS,UCID,UNI-CHARM INDONESIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,1.73,72000000,29664000000.0,Mutual Fund,Foreign
BANQUE PICTET AND CIE SA,UCID,UNI-CHARM INDONESIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,1.72,71479000,29449348000.0,Insurance/Pension,Foreign
UOB KAY HIAN PRIVATE LIMITED,UCID,UNI-CHARM INDONESIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,1.24,51701100,21300853200.0,Securities Co,Foreign
UNIVERSAL-INVESTMENT- GESSELLSCHAFT MBH FOR AVH EMERGING MARKETS FONDS UI,UCID,UNI-CHARM INDONESIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,1.2,50000000,20600000000.0,Others,Foreign
JOSE LOUPIGA KELIAT,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,22.71,397500000,357750000000.0,Individual,Local
VINCENT LUKITO,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,22.71,397500000,357750000000.0,Individual,Local
CHRISTIAN BRANDON LIMBONO,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,5.57,97500000,87750000000.0,Individual,Local
GERI STEVANUS KOROMPIS,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,4.97,87000000,78300000000.0,Individual,Local
PT BERJAYA TRIMAKMUR SEJAHTERA,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,4.95,86615300,77953770000.0,Corporation,Local
GILLIANT GRIMALDY KOROMPIS,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,4.95,86702000,78031800000.0,Individual,Local
BUDI MULJADI,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,4.92,86183900,77565510000.0,Individual,Local
OTNIEL I S KOROMPIS,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,4.92,86049300,77444370000.0,Individual,Local
ANNA MAARTJE ROMPAS,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,4.8,84000000,75600000000.0,Individual,Local
FEBRIYANTHY KURNIAWAN,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,4.8,83937500,75543750000.0,Individual,Local
Harijin Santoso,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,4.7,82302100,74071890000.0,Individual,Local
HOESEN TABRANI,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,1.89,33001400,29701260000.0,Individual,Local
FTAG INVESTMENT BANK LTD,UDNG,AGRO BAHARI NUSANTARA Tbk,FISHERY,1.33,23315000,20983500000.0,Insurance/Pension,Foreign
DAMAI SEJAHTERA LESTARI INVESTAMA PT,UFOE,DAMAI SEJAHTERA ABADI Tbk,ELECTRONICS,72.0,2086749000,306752103000.0,Corporation,Local
IR PUDJI HARIANTO,UFOE,DAMAI SEJAHTERA ABADI Tbk,ELECTRONICS,7.23,209642457,30817441179.0,Individual,Local
POEDJI HARIXON,UFOE,DAMAI SEJAHTERA ABADI Tbk,ELECTRONICS,5.26,152393400,22401829800.0,Individual,Local
PT SELIS INVESTAMA INDONESIA,UFOE,DAMAI SEJAHTERA ABADI Tbk,ELECTRONICS,4.35,125935369,18512499243.0,Corporation,Local
TJOA KING HOA,UFOE,DAMAI SEJAHTERA ABADI Tbk,ELECTRONICS,3.7,107133972,15748693884.0,Individual,Local
SABANA PRAWIRA WIDJAJA,ULTJ,ULTRAJAYA MILK INDUSTRY AND TRADING COMPANY Tbk,FOOD & BEVERAGES,53.17,5528219300,8402893336000.0,Individual,Local
PRAWIRAWIDJAJA PRAKARSA PT,ULTJ,ULTRAJAYA MILK INDUSTRY AND TRADING COMPANY Tbk,FOOD & BEVERAGES,23.78,2472304260,3757902475200.0,Corporation,Local
SAMUDERA PRAWIRAWIDJAJA,ULTJ,ULTRAJAYA MILK INDUSTRY AND TRADING COMPANY Tbk,FOOD & BEVERAGES,3.61,375000000,570000000000.0,Individual,Local
NILA S,ULTJ,ULTRAJAYA MILK INDUSTRY AND TRADING COMPANY Tbk,FOOD & BEVERAGES,3.61,375000000,570000000000.0,Unknown,Foreign
PT. INDOLIFE PENSIONTAMA,ULTJ,ULTRAJAYA MILK INDUSTRY AND TRADING COMPANY Tbk,FOOD & BEVERAGES,2.38,247679200,376472384000.0,Insurance,Local
PT ASURANSI JIWA CENTRAL ASIA RAYA,ULTJ,ULTRAJAYA MILK INDUSTRY AND TRADING COMPANY Tbk,FOOD & BEVERAGES,1.65,171382500,260501400000.0,Insurance,Local
SUHENDRA PRAWIRAWIDJAJA,ULTJ,ULTRAJAYA MILK INDUSTRY AND TRADING COMPANY Tbk,FOOD & BEVERAGES,1.45,151210360,229839747200.0,Individual,Local
"ASPIRASI LUHUR,PT",UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,36.35,139351604,1578156915300.0,Corporation,Local
PT Alas Pusaka,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,11.39,43660821,494458797825.0,Corporation,Local
PT. SALIM CHEMICALS CORPORA,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,10.34,39635036,448866782700.0,Corporation,Local
"LAUTAN LUAS TBK, PT",UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,5.96,22858900,258877042500.0,Corporation,Local
Yuber Hadi Yanto,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,4.3,16475692,186587211900.0,Individual,Local
Mimy Sulianti,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,4.3,16476044,186591198300.0,Individual,Local
Luciana Tanoyo,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,4.18,16035840,181605888000.0,Individual,Local
Tan Kong Han / Hendrik. T,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,3.91,15000000,169875000000.0,Individual,Local
PT UICCP INDONESIA,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,3.65,13986000,158391450000.0,Corporation,Local
Thomas Suseno,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,3.55,13589428,153900272100.0,Individual,Local
HSBC RBWM MR SUJANTO HENDRA,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,2.11,8085572,91569102900.0,Individual,Local
Widya Katuari,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,1.88,7215076,81710735700.0,Individual,Local
Ronald Suciawan,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,1.88,7225591,81829818075.0,Individual,Local
John Michael Sutanto,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,1.87,7160000,81087000000.0,Individual,Local
Ellen,UNIC,UNGGUL INDAH CAHAYA Tbk,CHEMICALS,1.76,6727830,76192674750.0,Individual,Local
BURHAN TJOKRO,UNIQ,ULIMA NITRA Tbk,COAL MINING,22.52,706818395,91179572955.0,Individual,Local
ULUNG WIJAYA,UNIQ,ULIMA NITRA Tbk,COAL MINING,22.52,706818395,91179572955.0,Individual,Local
JATI SIMINA,UNIQ,ULIMA NITRA Tbk,COAL MINING,11.95,375000000,48375000000.0,Individual,Local
MERTY TJOKRO,UNIQ,ULIMA NITRA Tbk,COAL MINING,10.65,334302326,43125000054.0,Individual,Local
MERTJE TJOKRO,UNIQ,ULIMA NITRA Tbk,COAL MINING,6.2,194767442,25125000018.0,Individual,Local
TUTI NUARNI,UNIQ,ULIMA NITRA Tbk,COAL MINING,6.2,194767442,25125000018.0,Individual,Local
JULIANA HALIM,UNIQ,ULIMA NITRA Tbk,COAL MINING,3.21,100682500,12988042500.0,Individual,Local
NONI,UNIQ,ULIMA NITRA Tbk,COAL MINING,2.41,75595100,9751767900.0,Individual,Local
PT. LENOVO WORLDWIDE CORPORATION,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",21.78,16423425,5189802300.0,Corporation,Foreign
BLOOM INTERNATIONAL LTD,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",7.62,5749750,1816921000.0,Others,Foreign
PT. Suge Talesta Guna,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.96,3742800,1182724800.0,Corporation,Local
PT ENERGI HARAPAN BARU,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.95,3735000,1180260000.0,Corporation,Local
PT. DUNIA SURYA BAKTI,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.95,3735000,1180260000.0,Corporation,Local
PT KURNIA SENTOSA MULIA,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.94,3725000,1177100000.0,Corporation,Local
PT. Sandi Usaha Jaya,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.94,3725000,1177100000.0,Corporation,Local
LIEM SIEN LAN,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.94,3727700,1177953200.0,Individual,Local
PT. Damar Jayastu Putra,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.91,3701550,1169689800.0,Corporation,Local
PT VITO PURWA CENDANA,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.91,3700000,1169200000.0,Corporation,Local
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.89,3690100,1166071600.0,Others,Local
SIAUW YUNUS SUBANDI,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",4.7,3546100,1120567600.0,Individual,Local
TANOKO MULYO ATMODJO,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",3.05,2300250,726879000.0,Individual,Local
RADIUS ERWIN DA SILVA S. KOM,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",1.27,959800,303296800.0,Individual,Local
ANDY TANUJAYA,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",1.26,952900,301116400.0,Individual,Local
ANNA KAMAGI,UNIT,CAHAYA PERMATA SEJAHTERA Tbk,"TEXTILE, GARMENT",1.19,895000,282820000.0,Individual,Local
PT BAKRIE CAPITAL INDONESIA,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,17.82,445562965,143471274730.0,Corporation,Local
ERNAWATI ALI,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,10.96,273921631,88202765182.0,Individual,Local
STEFANIE DJAJALI,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,9.21,230265187,74145390214.0,Individual,Local
PARADISO RESOURCES LTD,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,6.12,153023232,49273480704.0,Corporation,Foreign
INDO ALAM RESOURCES PTE. LTD,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,3.78,94497496,30428193712.0,Others,Foreign
PT BIOFUEL INDO SUMATRA,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,3.68,92030400,29633788800.0,Corporation,Local
HON HERFENDI,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,1.7,42456400,13670960800.0,Individual,Local
"Lingga Manik, PT",UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,1.61,40257000,12962754000.0,Corporation,Local
ASURANSI SIMAS JIWA,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,1.38,34538050,11121252100.0,Insurance,Local
MINARDI KONG,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,1.31,32641300,10510498600.0,Individual,Local
Meivel Holdings Corporation,UNSP,BAKRIE SUMATERA PLANTATIONS Tbk,PLANTATION,1.28,32039650,10316767300.0,Others,Foreign
TAN TJOE ING,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,22.5,1500000000,126000000000.0,Individual,Local
STEPHEN MULYADI,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,20.62,1375000000,115500000000.0,Individual,Local
HENRY MULYADI,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,15.0,1000000000,84000000000.0,Individual,Local
ANDREW MULYADI,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,15.0,1000000000,84000000000.0,Individual,Local
MOSHE DARRON PANJAITAN,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,3.27,217962500,18308850000.0,Individual,Local
PT WIRA CAKRA BERLIAN,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,3.2,213409500,17926398000.0,Corporation,Local
PT RODA LANGIT SEMESTA,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,2.87,191647400,16098381600.0,Corporation,Local
PT FAJAR CAKRAWALA PRIMA,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,2.68,178428200,14987968800.0,Corporation,Local
PT MULTI BUANA CARAKA,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,1.92,127934300,10746481200.0,Corporation,Local
TE RAHARJO PRAYITNO,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,1.87,125000000,10500000000.0,Individual,Local
YAFANG ZHOU,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,1.08,72000000,6048000000.0,Individual,Foreign
IAN TANUWIJAYA,UNTD,TERANG DUNIA INTERNUSA Tbk,AUTOMOTIVE AND COMPONENTS,1.02,67831300,5697829200.0,Individual,Local
PT ASTRA INTERNATIONAL TBK,UNTR,UNITED TRACTORS Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),59.5,2219317358,68909803965900.0,Corporation,Local
PT UNITED TRACTORS TBK,UNTR,UNITED TRACTORS Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),5.45,203228500,6310244925000.0,Corporation,Local
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,UNTR,UNITED TRACTORS Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),2.88,107479000,3337222950000.0,Insurance,Local
EMPLOYEES PROVIDENT FUND BOARD,UNTR,UNITED TRACTORS Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),1.17,43770600,1359077130000.0,Pension Fund,Foreign
UNILEVER INDONESIA TBK.,UNVR,UNILEVER INDONESIA Tbk,COSMETICS AND HOUSEHOLD,84.99,32424387500,59012385250000.0,Corporation,Local
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,UNVR,UNILEVER INDONESIA Tbk,COSMETICS AND HOUSEHOLD,1.06,404210300,735662746000.0,Insurance,Local
PT. Nusa Wijaya Propertindo,URBN,URBAN JAKARTA PROPERTINDO Tbk,PROPERTY AND REAL ESTATE,74.3,2401409999,365014319848.0,Corporation,Local
IBUKOTA DEVELOPMENT LTD,URBN,URBAN JAKARTA PROPERTINDO Tbk,PROPERTY AND REAL ESTATE,9.61,310712500,47228300000.0,Others,Foreign
BUKITSHIRE CAPITAL LTD,URBN,URBAN JAKARTA PROPERTINDO Tbk,PROPERTY AND REAL ESTATE,4.95,160000000,24320000000.0,Others,Foreign
PT. Urban Jakarta Propertindo TBK.,URBN,URBAN JAKARTA PROPERTINDO Tbk,PROPERTY AND REAL ESTATE,3.48,112524500,17103724000.0,Corporation,Local
YONGKY WIJAYA,URBN,URBAN JAKARTA PROPERTINDO Tbk,PROPERTY AND REAL ESTATE,1.38,44708800,6795737600.0,Individual,Local
WING SENG FONG,URBN,URBAN JAKARTA PROPERTINDO Tbk,PROPERTY AND REAL ESTATE,1.01,32600000,4955200000.0,Individual,Foreign
PT TRIMEGAH SUMBER MAS,UVCR,TRIMEGAH KARYA PRATAMA Tbk,COMPUTER AND SERVICES,41.22,824557467,88227648969.0,Corporation,Local
AGUSTIN WIDYAWATI,UVCR,TRIMEGAH KARYA PRATAMA Tbk,COMPUTER AND SERVICES,5.08,101652400,10876806800.0,Individual,Local
GENCAR,UVCR,TRIMEGAH KARYA PRATAMA Tbk,COMPUTER AND SERVICES,4.76,95182300,10184506100.0,Individual,Local
RIKY BOY H PERMATA,UVCR,TRIMEGAH KARYA PRATAMA Tbk,COMPUTER AND SERVICES,4.07,81500000,8720500000.0,Individual,Local
KOKARJADI CHANDRA,UVCR,TRIMEGAH KARYA PRATAMA Tbk,COMPUTER AND SERVICES,2.59,51750000,5537250000.0,Individual,Local
HADY KUSWANTO S KOM,UVCR,TRIMEGAH KARYA PRATAMA Tbk,COMPUTER AND SERVICES,2.33,46558400,4981748800.0,Individual,Local
WINSTON TAN,UVCR,TRIMEGAH KARYA PRATAMA Tbk,COMPUTER AND SERVICES,2.25,45000000,4815000000.0,Individual,Local
"SARAH GLOBAL INDONESIA, PT",UVCR,TRIMEGAH KARYA PRATAMA Tbk,COMPUTER AND SERVICES,1.87,37357100,3997209700.0,Corporation,Local
HENDRA WIJAYA,UVCR,TRIMEGAH KARYA PRATAMA Tbk,COMPUTER AND SERVICES,1.26,25280000,2704960000.0,Individual,Local
PT. TEMBESU ELANG PERKASA,VAST,VASTLAND INDONESIA Tbk,PROPERTY AND REAL ESTATE,69.98,2138400000,250192800000.0,Corporation,Local
"BERSATU KITA TANGGUH, PT",VAST,VASTLAND INDONESIA Tbk,PROPERTY AND REAL ESTATE,7.78,237600000,27799200000.0,Corporation,Local
ANDI SOEGIARTO,VAST,VASTLAND INDONESIA Tbk,PROPERTY AND REAL ESTATE,4.37,133660700,15638301900.0,Individual,Local
JANE VALERIE PURNAWAN,VAST,VASTLAND INDONESIA Tbk,PROPERTY AND REAL ESTATE,4.25,129926200,15201365400.0,Individual,Local
VICTOR ROY TEGUH,VAST,VASTLAND INDONESIA Tbk,PROPERTY AND REAL ESTATE,2.62,80188800,9382089600.0,Individual,Local
ARIEF RAMON,VAST,VASTLAND INDONESIA Tbk,PROPERTY AND REAL ESTATE,2.06,62938700,7363827900.0,Individual,Local
MOCHTAR SUHADI,VAST,VASTLAND INDONESIA Tbk,PROPERTY AND REAL ESTATE,1.69,51772500,6057382500.0,Individual,Local
ARI ANASTASIA CHRISTIANA,VAST,VASTLAND INDONESIA Tbk,PROPERTY AND REAL ESTATE,1.3,39659000,4640103000.0,Individual,Local
PIE TITIN SURYANI,VERN,VERONA INDAH PICTURES Tbk,OTHERS - CONSUMER GOODS INDUSTRY,46.63,2222325000,231121800000.0,Individual,Local
BEDY KUNADY,VERN,VERONA INDAH PICTURES Tbk,OTHERS - CONSUMER GOODS INDUSTRY,29.56,1408925000,146528200000.0,Individual,Local
HANSEL,VERN,VERONA INDAH PICTURES Tbk,OTHERS - CONSUMER GOODS INDUSTRY,4.67,222365600,23126022400.0,Individual,Local
JUWARTI,VERN,VERONA INDAH PICTURES Tbk,OTHERS - CONSUMER GOODS INDUSTRY,4.64,221165600,23001222400.0,Individual,Local
KUMALA KENCANAWATI,VERN,VERONA INDAH PICTURES Tbk,OTHERS - CONSUMER GOODS INDUSTRY,4.37,208457700,21679600800.0,Individual,Local
RIRI IRAWAN,VERN,VERONA INDAH PICTURES Tbk,OTHERS - CONSUMER GOODS INDUSTRY,2.3,109529300,11391047200.0,Individual,Local
MADTHOBI JAELANI,VERN,VERONA INDAH PICTURES Tbk,OTHERS - CONSUMER GOODS INDUSTRY,2.1,100000000,10400000000.0,Individual,Local
FARRIZ,VERN,VERONA INDAH PICTURES Tbk,OTHERS - CONSUMER GOODS INDUSTRY,2.1,100000000,10400000000.0,Individual,Local
PT. SUKSES SEJATI SEJAHTERA,VICI,VICTORIA CARE INDONESIA Tbk,COSMETICS AND HOUSEHOLD,59.95,4021380000,2272079700000.0,Corporation,Local
BEAUTY BRANDS INTERNATIONAL PTE LTD,VICI,VICTORIA CARE INDONESIA Tbk,COSMETICS AND HOUSEHOLD,25.0,1677000000,947505000000.0,Corporation,Foreign
JOHANNES EDWIN PUTRA,VICI,VICTORIA CARE INDONESIA Tbk,COSMETICS AND HOUSEHOLD,4.64,311462100,175976086500.0,Individual,Local
PT SUMBER BERKAT PODOJOYO,VICI,VICTORIA CARE INDONESIA Tbk,COSMETICS AND HOUSEHOLD,2.08,139848800,79014572000.0,Corporation,Local
PT SINERGI SUMBER SEJAHTERA,VICI,VICTORIA CARE INDONESIA Tbk,COSMETICS AND HOUSEHOLD,1.97,132160000,74670400000.0,Corporation,Local
HARVEST MULIA INVESTAMA PT,VICI,VICTORIA CARE INDONESIA Tbk,COSMETICS AND HOUSEHOLD,1.73,115938000,65504970000.0,Corporation,Local
PT Gratamulia Pratama,VICO,VICTORIA INVESTAMA Tbk,OTHERS - FINANCE,45.06,6856943900,1001113809400.0,Corporation,Local
SUZANNA TANOJO,VICO,VICTORIA INVESTAMA Tbk,OTHERS - FINANCE,26.62,4050858438,591425331948.0,Individual,Local
PT. BINTANG MITRA SEMESTARAYA TBK,VICO,VICTORIA INVESTAMA Tbk,OTHERS - FINANCE,4.74,721939800,105403210800.0,Corporation,Local
PT Wahana Mutiara Pratama,VICO,VICTORIA INVESTAMA Tbk,OTHERS - FINANCE,4.38,666464000,97303744000.0,Corporation,Local
PT Prima Solusindo Sejahtera,VICO,VICTORIA INVESTAMA Tbk,OTHERS - FINANCE,2.43,369052000,53881592000.0,Corporation,Local
PT GMT INVESTAMA MANDIRI,VICO,VICTORIA INVESTAMA Tbk,OTHERS - FINANCE,2.33,354204000,51713784000.0,Securities Co,Local
PT Nata Patindo,VICO,VICTORIA INVESTAMA Tbk,OTHERS - FINANCE,2.23,339078724,49505493704.0,Corporation,Local
SAFIRE CAPITAL PTE.LTD.,VICO,VICTORIA INVESTAMA Tbk,OTHERS - FINANCE,1.73,264000000,38544000000.0,Corporation,Foreign
PT. REGIS PRATAMA INDONESIA,VICO,VICTORIA INVESTAMA Tbk,OTHERS - FINANCE,1.42,215696900,31491747400.0,Corporation,Local
PT. Victoria Investama Tbk,VINS,VICTORIA INSURANCE Tbk,INSURANCE,84.93,1319359038,211097446080.0,Corporation,Local
REKSA DANA CAPITAL EQUITY FUND,VINS,VICTORIA INSURANCE Tbk,INSURANCE,3.0,46650000,7464000000.0,Mutual Fund,Local
PT NUSA RAMA ALAM UNGGUL,VINS,VICTORIA INSURANCE Tbk,INSURANCE,2.52,39176500,6268240000.0,Corporation,Local
PT Bintang Jaya Bara Sentosa,VINS,VICTORIA INSURANCE Tbk,INSURANCE,2.51,39029700,6244752000.0,Corporation,Local
PT ASKAR PELANGI ABADI,VINS,VICTORIA INSURANCE Tbk,INSURANCE,1.4,21700000,3472000000.0,Corporation,Local
PT Prolestari Megapersada,VINS,VICTORIA INSURANCE Tbk,INSURANCE,1.23,19181000,3068960000.0,Corporation,Local
DAVID DWIPUTRA,VISI,SATU VISI PUTRA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,71.54,2200000000,1287000000000.0,Individual,Local
FARREL YONATHAN,VISI,SATU VISI PUTRA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,6.5,200000000,117000000000.0,Individual,Local
VERONIKA WALANGITAN,VISI,SATU VISI PUTRA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,4.07,125000000,73125000000.0,Individual,Local
YOHANES FREDDY WIJAYA,VISI,SATU VISI PUTRA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,2.35,72204400,42239574000.0,Individual,Local
ROBERT PUTRA SAMPURNA,VISI,SATU VISI PUTRA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,1.95,60000000,35100000000.0,Individual,Local
WAHONO SAPUTRA,VISI,SATU VISI PUTRA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,1.87,57431800,33597603000.0,Individual,Local
CHARLES LIE,VISI,SATU VISI PUTRA Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,1.16,35739600,20907666000.0,Individual,Local
PT. Bakrie Global Ventura,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",32.94,5423628910,178979754030.0,Corporation,Local
"SURYA GANESA AMANI, PT",VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",6.9,1135863245,37483487085.0,Corporation,Local
UBS AG HONG KONG,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",5.03,828013500,27324445500.0,Insurance/Pension,Foreign
UBS AG SINGAPORE BRANCH,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",4.34,714197000,23568501000.0,Insurance/Pension,Foreign
OL MASTER LIMITED,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",4.13,680708800,22463390400.0,Others,Foreign
BANQUE PICTET AND CIE SA,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",3.94,648500000,21400500000.0,Insurance/Pension,Foreign
BANK OF SINGAPORE LIMITED,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",3.61,594000000,19602000000.0,Insurance/Pension,Foreign
JPMORGAN CHASE BANK NA SINGAPORE BRANCH,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",2.72,447625200,14771631600.0,Others,Foreign
ASM CONNAUGHT HOUSE (MASTER) FUND V LP,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",2.12,349669700,11539100100.0,Others,Foreign
UBS SWITZERLAND AG,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",1.47,242824620,8013212460.0,Insurance/Pension,Foreign
DJONI,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",1.34,220458300,7275123900.0,Individual,Local
DALEY CAPITAL LIMITED,VIVA,VISI MEDIA ASIA Tbk,"ADVERTISING,PRINTING and MEDIA",1.09,180000000,5940000000.0,Insurance/Pension,Foreign
"BAKRIE & BROTHERS TBK, PT",VKTR,VKTR TEKNOLOGI MOBILITAS Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,24.4,10676843318,7420406106010.0,Corporation,Local
"Bakrie Metal Industries, PT",VKTR,VKTR TEKNOLOGI MOBILITAS Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,14.33,6270272279,4357839233905.0,Corporation,Local
Indies Special Opportunities IV Ltd,VKTR,VKTR TEKNOLOGI MOBILITAS Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,4.71,2062500000,1433437500000.0,Mutual Fund,Foreign
"ZEUS PETRO ENERGI, PT",VKTR,VKTR TEKNOLOGI MOBILITAS Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,3.96,1732886685,1204356246075.0,Corporation,Local
PT TRIDAYA ASET GLOBALINDO,VKTR,VKTR TEKNOLOGI MOBILITAS Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,3.89,1699808333,1181366791435.0,Corporation,Local
MAJU PERKASA OPTIMA KARSA PT,VKTR,VKTR TEKNOLOGI MOBILITAS Tbk,OTHER - BASIC INDUSTRY AND CHEMICALS,3.64,1594554500,1108215377500.0,Corporation,Local
